Time;Hour;0x00;0x01;0x02;BE 3;BE 4;0x03;QoS 1
75;2020-11-23T17:51:09+01:00;null;null;null;null;null;null;null
76;2020-11-23T17:51:10+01:00;null;null;null;null;null;null;null
77;2020-11-23T17:51:11+01:00;null;null;null;null;null;null;null
78;2020-11-23T17:51:12+01:00;null;null;null;null;null;null;null
79;2020-11-23T17:51:13+01:00;null;null;null;null;null;null;null
80;2020-11-23T17:51:14+01:00;null;null;null;null;null;null;null
81;2020-11-23T17:51:15+01:00;null;null;null;null;null;null;null
82;2020-11-23T17:51:16+01:00;null;null;null;null;null;null;null
83;2020-11-23T17:51:17+01:00;null;null;null;null;null;null;null
84;2020-11-23T17:51:18+01:00;null;null;null;null;null;null;null
85;2020-11-23T17:51:19+01:00;null;null;null;null;null;null;null
86;2020-11-23T17:51:20+01:00;null;null;null;null;null;null;null
87;2020-11-23T17:51:21+01:00;null;null;null;null;null;null;null
88;2020-11-23T17:51:22+01:00;null;null;null;null;null;null;null
89;2020-11-23T17:51:23+01:00;null;null;null;null;null;null;null
90;2020-11-23T17:51:24+01:00;null;null;null;null;null;null;null
91;2020-11-23T17:51:25+01:00;null;null;null;null;null;null;null
92;2020-11-23T17:51:26+01:00;null;null;null;null;null;null;null
93;2020-11-23T17:51:27+01:00;null;null;null;null;null;null;null
94;2020-11-23T17:51:28+01:00;null;null;null;null;null;null;null
95;2020-11-23T17:51:29+01:00;null;null;null;null;null;null;null
96;2020-11-23T17:51:30+01:00;null;null;null;null;null;null;null
97;2020-11-23T17:51:31+01:00;null;null;null;null;null;null;null
98;2020-11-23T17:51:32+01:00;null;null;null;null;null;null;null
99;2020-11-23T17:51:33+01:00;null;null;null;null;null;null;null
100;2020-11-23T17:51:34+01:00;14.946;null;null;null;246.503;null;null
101;2020-11-23T17:51:35+01:00;18.544;null;null;null;385.611;null;null
102;2020-11-23T17:51:36+01:00;27.709;null;null;null;419.37;null;null
103;2020-11-23T17:51:37+01:00;37.762;null;null;null;428.6;null;null
104;2020-11-23T17:51:38+01:00;89.73;null;null;null;959.447;null;null
105;2020-11-23T17:51:39+01:00;59.921;null;null;null;1311.075;null;null
106;2020-11-23T17:51:40+01:00;null;null;null;null;1390.925;null;null
107;2020-11-23T17:51:41+01:00;20.864;null;null;null;591.367;null;null
108;2020-11-23T17:51:42+01:00;15.843;null;null;null;493.035;null;null
109;2020-11-23T17:51:43+01:00;36.792;null;null;null;415.128;null;null
110;2020-11-23T17:51:44+01:00;32.296;null;null;null;402.931;null;null
111;2020-11-23T17:51:45+01:00;56.576;null;null;null;468.778;null;null
112;2020-11-23T17:51:46+01:00;35.755;null;null;null;698.115;null;null
113;2020-11-23T17:51:47+01:00;37.941;null;null;null;753.83;null;null
114;2020-11-23T17:51:48+01:00;34.695;null;null;null;717.474;null;null
115;2020-11-23T17:51:49+01:00;39.739;null;null;null;728.148;null;null
116;2020-11-23T17:51:50+01:00;17.839;null;null;null;null;null;null
117;2020-11-23T17:51:51+01:00;62.435;null;null;null;null;null;null
118;2020-11-23T17:51:52+01:00;62.435;null;null;null;null;null;null
119;2020-11-23T17:51:53+01:00;null;null;null;null;null;null;null
120;2020-11-23T17:51:54+01:00;null;null;null;null;null;null;null
121;2020-11-23T17:51:55+01:00;null;null;null;null;null;null;null
122;2020-11-23T17:51:56+01:00;null;null;null;null;null;null;null
123;2020-11-23T17:51:57+01:00;null;null;null;null;null;null;null
124;2020-11-23T17:51:58+01:00;null;null;null;null;null;null;null
125;2020-11-23T17:51:59+01:00;null;null;null;null;null;null;null
126;2020-11-23T17:52:00+01:00;null;null;null;null;null;null;null
127;2020-11-23T17:52:01+01:00;null;null;null;null;null;null;null
128;2020-11-23T17:52:02+01:00;null;null;null;null;null;null;null
129;2020-11-23T17:52:03+01:00;null;null;null;null;null;null;null
130;2020-11-23T17:52:04+01:00;null;null;null;null;null;null;null
131;2020-11-23T17:52:05+01:00;null;null;null;null;null;null;null
132;2020-11-23T17:52:06+01:00;null;null;null;null;null;null;null
133;2020-11-23T17:52:07+01:00;null;null;null;null;null;null;null
134;2020-11-23T17:52:08+01:00;null;null;null;null;null;null;null
135;2020-11-23T17:52:09+01:00;null;null;null;null;null;null;null
136;2020-11-23T17:52:10+01:00;null;null;null;null;null;null;null
137;2020-11-23T17:52:11+01:00;null;null;null;null;null;null;null
138;2020-11-23T17:52:12+01:00;null;null;null;null;null;null;null
139;2020-11-23T17:52:13+01:00;null;null;null;null;null;null;null
140;2020-11-23T17:52:14+01:00;5.315;null;null;null;null;null;null
141;2020-11-23T17:52:15+01:00;null;null;null;null;null;null;null
142;2020-11-23T17:52:16+01:00;19.444;null;null;null;null;null;null
143;2020-11-23T17:52:17+01:00;null;null;null;null;null;null;null
144;2020-11-23T17:52:18+01:00;77.56;null;null;null;null;null;null
145;2020-11-23T17:52:19+01:00;15.716;null;null;null;null;null;null
146;2020-11-23T17:52:20+01:00;null;null;null;null;null;null;null
147;2020-11-23T17:52:21+01:00;0.059;null;null;null;null;null;null
148;2020-11-23T17:52:22+01:00;0.046;null;null;null;null;null;null
149;2020-11-23T17:52:23+01:00;0.046;null;null;null;null;null;null
150;2020-11-23T17:52:24+01:00;null;null;null;null;null;null;null
151;2020-11-23T17:52:25+01:00;0.045;null;null;null;null;null;null
152;2020-11-23T17:52:26+01:00;null;null;null;null;null;null;null
153;2020-11-23T17:52:27+01:00;0.058;null;null;null;null;null;null
154;2020-11-23T17:52:28+01:00;0.067;null;null;null;null;null;null
155;2020-11-23T17:52:29+01:00;null;null;null;null;null;null;null
156;2020-11-23T17:52:30+01:00;0.067;null;null;null;null;null;null
157;2020-11-23T17:52:31+01:00;0.062;null;null;null;null;null;null
158;2020-11-23T17:52:32+01:00;0.062;null;null;null;null;null;null
159;2020-11-23T17:52:33+01:00;null;null;null;null;null;null;null
160;2020-11-23T17:52:34+01:00;null;null;null;null;null;null;null
161;2020-11-23T17:52:35+01:00;null;null;null;null;null;null;null
162;2020-11-23T17:52:36+01:00;null;null;null;null;null;null;null
163;2020-11-23T17:52:37+01:00;null;null;null;null;null;null;null
164;2020-11-23T17:52:38+01:00;null;null;null;null;null;null;null
165;2020-11-23T17:52:39+01:00;null;null;null;null;null;null;null
166;2020-11-23T17:52:40+01:00;null;null;null;null;null;null;null
167;2020-11-23T17:52:41+01:00;null;null;null;null;null;null;null
168;2020-11-23T17:52:42+01:00;null;null;null;null;null;null;null
169;2020-11-23T17:52:43+01:00;null;null;null;null;null;null;null
170;2020-11-23T17:52:44+01:00;null;null;null;null;null;null;null
171;2020-11-23T17:52:45+01:00;null;null;null;null;null;null;null
172;2020-11-23T17:52:46+01:00;null;null;null;null;null;null;null
173;2020-11-23T17:52:47+01:00;null;null;null;null;null;null;null
174;2020-11-23T17:52:48+01:00;null;null;null;null;null;null;null
175;2020-11-23T17:52:49+01:00;null;null;null;null;null;null;null
176;2020-11-23T17:52:50+01:00;null;null;null;null;null;null;null
177;2020-11-23T17:52:51+01:00;null;null;null;null;null;null;null
178;2020-11-23T17:52:52+01:00;null;null;null;null;null;null;null
179;2020-11-23T17:52:53+01:00;null;null;null;null;null;null;null
180;2020-11-23T17:52:54+01:00;null;null;null;null;null;null;null
181;2020-11-23T17:52:55+01:00;null;null;null;null;null;null;null
182;2020-11-23T17:52:56+01:00;null;null;null;null;null;null;null
183;2020-11-23T17:52:57+01:00;null;null;null;null;null;null;null
184;2020-11-23T17:52:58+01:00;null;null;null;null;null;null;null
185;2020-11-23T17:52:59+01:00;null;null;null;null;null;null;null
186;2020-11-23T17:53:00+01:00;null;null;null;null;null;null;null
187;2020-11-23T17:53:01+01:00;null;null;null;null;null;null;null
188;2020-11-23T17:53:02+01:00;null;null;null;null;null;null;null
189;2020-11-23T17:53:03+01:00;null;null;null;null;null;null;null
190;2020-11-23T17:53:04+01:00;null;null;null;null;null;null;null
191;2020-11-23T17:53:05+01:00;null;null;null;null;null;null;null
192;2020-11-23T17:53:06+01:00;null;null;null;null;null;null;null
193;2020-11-23T17:53:07+01:00;null;null;null;null;null;null;null
194;2020-11-23T17:53:08+01:00;null;null;null;null;null;null;null
195;2020-11-23T17:53:09+01:00;null;null;null;null;null;null;null
196;2020-11-23T17:53:10+01:00;null;null;null;null;null;null;null
197;2020-11-23T17:53:11+01:00;null;null;null;null;null;null;null
198;2020-11-23T17:53:12+01:00;null;null;null;null;null;null;null
199;2020-11-23T17:53:13+01:00;null;null;null;null;null;null;null
200;2020-11-23T17:53:14+01:00;null;null;null;null;null;null;null
201;2020-11-23T17:53:15+01:00;null;null;null;null;null;null;null
202;2020-11-23T17:53:16+01:00;null;null;null;null;null;null;null
203;2020-11-23T17:53:17+01:00;null;null;null;null;null;null;null
204;2020-11-23T17:53:18+01:00;null;null;null;null;null;null;null
205;2020-11-23T17:53:19+01:00;null;null;null;null;null;null;null
206;2020-11-23T17:53:20+01:00;null;null;null;null;null;null;null
207;2020-11-23T17:53:21+01:00;null;null;null;null;null;null;null
208;2020-11-23T17:53:22+01:00;null;null;null;null;null;null;null
209;2020-11-23T17:53:23+01:00;null;null;null;null;null;null;null
210;2020-11-23T17:53:24+01:00;null;null;null;null;null;null;null
211;2020-11-23T17:53:25+01:00;null;null;null;null;null;null;null
212;2020-11-23T17:53:26+01:00;null;null;null;null;null;null;null
213;2020-11-23T17:53:27+01:00;null;null;null;null;null;null;null
214;2020-11-23T17:53:28+01:00;null;null;null;null;null;null;null
215;2020-11-23T17:53:29+01:00;null;null;null;null;null;null;null
216;2020-11-23T17:53:30+01:00;null;null;null;null;null;null;null
217;2020-11-23T17:53:31+01:00;null;null;null;null;null;null;null
218;2020-11-23T17:53:32+01:00;null;null;null;null;null;null;null
219;2020-11-23T17:53:33+01:00;null;null;null;null;null;null;null
220;2020-11-23T17:53:34+01:00;null;null;null;null;null;null;null
221;2020-11-23T17:53:35+01:00;null;null;null;null;null;null;null
222;2020-11-23T17:53:36+01:00;null;null;null;null;null;null;null
223;2020-11-23T17:53:37+01:00;null;null;null;null;null;null;null
224;2020-11-23T17:53:38+01:00;null;null;null;null;null;null;null
225;2020-11-23T17:53:39+01:00;null;null;null;null;null;null;null
226;2020-11-23T17:53:40+01:00;null;null;null;null;null;null;null
227;2020-11-23T17:53:41+01:00;null;null;null;null;null;null;null
228;2020-11-23T17:53:42+01:00;null;null;null;null;null;null;null
229;2020-11-23T17:53:43+01:00;null;null;null;null;null;null;null
230;2020-11-23T17:53:44+01:00;null;null;null;null;null;null;null
231;2020-11-23T17:53:45+01:00;null;null;null;null;null;null;null
232;2020-11-23T17:53:46+01:00;null;null;null;null;null;null;null
233;2020-11-23T17:53:47+01:00;null;null;null;null;null;null;null
234;2020-11-23T17:53:48+01:00;null;null;null;null;null;null;null
235;2020-11-23T17:53:49+01:00;null;null;null;null;null;null;null
236;2020-11-23T17:53:50+01:00;null;null;null;null;null;null;0
237;2020-11-23T17:53:51+01:00;null;null;null;null;null;null;0
238;2020-11-23T17:53:52+01:00;null;null;null;null;null;null;0
239;2020-11-23T17:53:53+01:00;null;null;null;null;null;null;null
240;2020-11-23T17:53:54+01:00;7.899;null;null;null;645.086;null;351.33
241;2020-11-23T17:53:55+01:00;20.936;null;null;null;null;null;593.225
242;2020-11-23T17:53:56+01:00;41.894;null;null;null;852.122;null;780.52
243;2020-11-23T17:53:57+01:00;50.528;null;null;null;914.891;null;715.355
244;2020-11-23T17:53:58+01:00;32.096;null;null;null;920.267;null;654.662
245;2020-11-23T17:53:59+01:00;31.303;null;null;null;958.541;null;690.88
246;2020-11-23T17:54:00+01:00;37.114;null;null;null;null;null;null
247;2020-11-23T17:54:01+01:00;null;null;null;null;951.961;null;675.958
248;2020-11-23T17:54:02+01:00;34.12;null;null;null;908.131;null;645.739
249;2020-11-23T17:54:03+01:00;41.83;null;null;null;899.321;null;735.64
250;2020-11-23T17:54:04+01:00;27.086;null;null;null;null;null;null
251;2020-11-23T17:54:05+01:00;30.92;null;null;null;836.465;null;710.669
252;2020-11-23T17:54:06+01:00;34;null;null;null;820.653;null;702.753
253;2020-11-23T17:54:07+01:00;30.663;null;null;null;845.349;null;692.497
254;2020-11-23T17:54:08+01:00;31.431;null;null;null;812.822;null;719.887
255;2020-11-23T17:54:09+01:00;46.186;null;null;null;843.092;null;745.184
256;2020-11-23T17:54:10+01:00;41.876;null;null;null;null;null;null
257;2020-11-23T17:54:11+01:00;36.374;null;null;null;null;null;null
258;2020-11-23T17:54:12+01:00;null;null;null;null;null;null;null
259;2020-11-23T17:54:13+01:00;null;null;null;null;null;null;null
260;2020-11-23T17:54:14+01:00;null;null;null;null;null;null;null
261;2020-11-23T17:54:15+01:00;null;null;null;null;null;null;null
262;2020-11-23T17:54:16+01:00;null;null;null;null;null;null;null
263;2020-11-23T17:54:17+01:00;null;null;null;null;null;null;null
264;2020-11-23T17:54:18+01:00;null;null;null;null;null;null;null
265;2020-11-23T17:54:19+01:00;null;null;null;null;null;null;null
266;2020-11-23T17:54:20+01:00;null;null;null;null;null;null;null
267;2020-11-23T17:54:21+01:00;null;null;null;null;null;null;null
268;2020-11-23T17:54:22+01:00;null;null;null;null;null;null;null
269;2020-11-23T17:54:23+01:00;null;null;null;null;null;null;null
270;2020-11-23T17:54:24+01:00;null;null;null;null;null;null;null
271;2020-11-23T17:54:25+01:00;null;null;null;null;null;null;null
272;2020-11-23T17:54:26+01:00;null;null;null;null;null;null;null
273;2020-11-23T17:54:27+01:00;null;null;null;null;null;null;null
274;2020-11-23T17:54:28+01:00;null;null;null;null;null;null;null
275;2020-11-23T17:54:29+01:00;null;null;null;null;null;null;null
276;2020-11-23T17:54:30+01:00;null;null;null;null;null;null;null
277;2020-11-23T17:54:31+01:00;null;null;null;null;null;null;null
278;2020-11-23T17:54:32+01:00;null;null;null;null;null;null;null
279;2020-11-23T17:54:33+01:00;null;null;null;null;null;null;null
280;2020-11-23T17:54:34+01:00;null;null;null;null;null;null;null
281;2020-11-23T17:54:35+01:00;null;null;null;null;null;null;null
282;2020-11-23T17:54:36+01:00;null;null;null;null;null;null;null
283;2020-11-23T17:54:37+01:00;null;null;null;null;null;null;null
284;2020-11-23T17:54:38+01:00;null;null;null;null;null;null;null
285;2020-11-23T17:54:39+01:00;null;null;null;null;null;null;null
286;2020-11-23T17:54:40+01:00;null;null;null;null;null;null;null
287;2020-11-23T17:54:41+01:00;null;null;null;null;null;null;null
288;2020-11-23T17:54:42+01:00;null;null;null;null;null;null;null
289;2020-11-23T17:54:43+01:00;null;null;null;null;null;null;null
290;2020-11-23T17:54:44+01:00;null;null;null;null;null;null;null
291;2020-11-23T17:54:45+01:00;null;null;null;null;null;null;null
292;2020-11-23T17:54:46+01:00;null;null;null;null;null;null;null
293;2020-11-23T17:54:47+01:00;null;null;null;null;null;null;null
294;2020-11-23T17:54:48+01:00;null;null;null;null;null;null;null
295;2020-11-23T17:54:49+01:00;null;null;null;null;null;null;null
296;2020-11-23T17:54:50+01:00;null;null;null;null;null;null;null
297;2020-11-23T17:54:51+01:00;null;null;null;null;null;null;0
298;2020-11-23T17:54:52+01:00;null;null;null;null;null;null;null
299;2020-11-23T17:54:53+01:00;null;null;null;null;null;null;0
300;2020-11-23T17:54:54+01:00;null;null;null;null;null;null;null
301;2020-11-23T17:54:55+01:00;121.306;null;null;null;828.898;null;363.113
302;2020-11-23T17:54:56+01:00;121.306;null;null;null;1643.319;null;898.236
303;2020-11-23T17:54:57+01:00;70.466;null;null;null;2433.638;null;1777.0729999999999
304;2020-11-23T17:54:58+01:00;70.466;null;null;null;2177.352;null;2672.286
305;2020-11-23T17:54:59+01:00;54.561;null;null;null;2044.649;null;4257.146
306;2020-11-23T17:55:00+01:00;null;null;null;null;null;null;null
307;2020-11-23T17:55:01+01:00;124.63;null;null;null;2296.649;null;4380.275
308;2020-11-23T17:55:02+01:00;53.805;null;null;null;2332.346;null;4417.933
309;2020-11-23T17:55:03+01:00;53.805;null;null;null;2110.392;null;4401.4130000000005
310;2020-11-23T17:55:04+01:00;56.38;null;null;null;2016.752;null;4368.706
311;2020-11-23T17:55:05+01:00;null;null;null;null;2018.738;null;4156.5380000000005
312;2020-11-23T17:55:06+01:00;51.3;null;null;null;2026.192;null;4061.84
313;2020-11-23T17:55:07+01:00;52.342;null;null;null;2025.057;null;4065.297
314;2020-11-23T17:55:08+01:00;52.342;null;null;null;1994.424;null;4045.26
315;2020-11-23T17:55:09+01:00;1060.127;null;null;null;1986.042;null;4034.038
316;2020-11-23T17:55:10+01:00;1060.127;null;null;null;null;null;null
317;2020-11-23T17:55:11+01:00;561.645;null;null;null;null;null;null
318;2020-11-23T17:55:12+01:00;66.959;null;null;null;null;null;null
319;2020-11-23T17:55:13+01:00;null;null;null;null;null;null;null
320;2020-11-23T17:55:14+01:00;null;null;null;null;null;null;null
321;2020-11-23T17:55:15+01:00;null;null;null;null;null;null;null
322;2020-11-23T17:55:16+01:00;null;null;null;null;null;null;null
323;2020-11-23T17:55:17+01:00;null;null;null;null;null;null;null
324;2020-11-23T17:55:18+01:00;null;null;null;null;null;null;null
325;2020-11-23T17:55:19+01:00;null;null;null;null;null;null;null
326;2020-11-23T17:55:20+01:00;null;null;null;null;null;null;null
327;2020-11-23T17:55:21+01:00;null;null;null;null;null;null;null
328;2020-11-23T17:55:22+01:00;null;null;null;null;null;null;null
329;2020-11-23T17:55:23+01:00;null;null;null;null;null;null;null
330;2020-11-23T17:55:24+01:00;null;null;null;null;null;null;null
331;2020-11-23T17:55:25+01:00;null;null;null;null;null;null;null
332;2020-11-23T17:55:26+01:00;null;null;null;null;null;null;null
333;2020-11-23T17:55:27+01:00;null;null;null;null;null;null;null
334;2020-11-23T17:55:28+01:00;null;null;null;null;null;null;null
335;2020-11-23T17:55:29+01:00;null;null;null;null;null;null;null
336;2020-11-23T17:55:30+01:00;null;null;null;null;null;null;null
337;2020-11-23T17:55:31+01:00;null;null;null;null;null;null;null
338;2020-11-23T17:55:32+01:00;null;null;null;null;null;null;null
339;2020-11-23T17:55:33+01:00;null;null;null;null;null;null;null
340;2020-11-23T17:55:34+01:00;null;null;null;null;null;null;null
341;2020-11-23T17:55:35+01:00;null;null;null;null;null;null;null
342;2020-11-23T17:55:36+01:00;null;null;null;null;null;null;null
343;2020-11-23T17:55:37+01:00;null;null;null;null;null;null;null
344;2020-11-23T17:55:38+01:00;null;null;null;null;null;null;null
345;2020-11-23T17:55:39+01:00;null;null;null;null;null;null;null
346;2020-11-23T17:55:40+01:00;null;null;null;null;null;null;null
347;2020-11-23T17:55:41+01:00;null;null;null;null;null;null;null
348;2020-11-23T17:55:42+01:00;null;null;null;null;null;null;null
349;2020-11-23T17:55:43+01:00;null;null;null;null;null;null;null
350;2020-11-23T17:55:44+01:00;null;null;null;null;null;null;null
351;2020-11-23T17:55:45+01:00;null;null;null;null;null;null;null
352;2020-11-23T17:55:46+01:00;null;null;null;null;null;null;null
353;2020-11-23T17:55:47+01:00;null;null;null;null;null;null;null
354;2020-11-23T17:55:48+01:00;null;null;null;null;null;null;null
355;2020-11-23T17:55:49+01:00;null;null;null;null;null;null;null
356;2020-11-23T17:55:50+01:00;null;null;null;null;null;null;null
357;2020-11-23T17:55:51+01:00;null;null;null;null;null;null;null
358;2020-11-23T17:55:52+01:00;null;null;null;null;null;null;null
359;2020-11-23T17:55:53+01:00;null;null;null;null;null;null;null
360;2020-11-23T17:55:54+01:00;null;null;null;null;null;null;null
361;2020-11-23T17:55:55+01:00;null;null;null;null;null;null;null
362;2020-11-23T17:55:56+01:00;null;null;null;null;null;null;null
363;2020-11-23T17:55:57+01:00;null;null;null;null;null;null;null
364;2020-11-23T17:55:58+01:00;null;null;null;null;null;null;null
365;2020-11-23T17:55:59+01:00;null;null;null;null;null;null;null
366;2020-11-23T17:56:00+01:00;null;null;null;null;null;null;null
367;2020-11-23T17:56:01+01:00;null;null;null;null;null;null;null
368;2020-11-23T17:56:02+01:00;null;null;null;null;null;null;null
369;2020-11-23T17:56:03+01:00;null;null;null;null;null;null;null
370;2020-11-23T17:56:04+01:00;null;null;null;null;null;null;null
371;2020-11-23T17:56:05+01:00;null;null;null;null;null;null;null
372;2020-11-23T17:56:06+01:00;null;null;null;null;null;null;null
373;2020-11-23T17:56:07+01:00;null;null;null;null;null;null;null
374;2020-11-23T17:56:08+01:00;0.085;null;null;null;null;null;null
375;2020-11-23T17:56:09+01:00;0.085;null;null;null;null;null;null
376;2020-11-23T17:56:10+01:00;0.144;null;null;null;null;null;0
377;2020-11-23T17:56:11+01:00;0.137;null;null;null;null;null;0
378;2020-11-23T17:56:12+01:00;0.112;null;null;null;null;null;null
379;2020-11-23T17:56:13+01:00;49.831;null;null;null;285.59;null;110.858
380;2020-11-23T17:56:14+01:00;15.19;null;null;null;null;null;null
381;2020-11-23T17:56:15+01:00;25.388;null;null;null;481.064;null;909.332
382;2020-11-23T17:56:16+01:00;39.086;null;null;null;706.63;null;814.981
383;2020-11-23T17:56:17+01:00;31.817;null;null;null;775.052;null;661.742
384;2020-11-23T17:56:18+01:00;null;null;null;null;841.485;null;null
385;2020-11-23T17:56:19+01:00;45.363;null;null;null;813.28;null;690.004
386;2020-11-23T17:56:20+01:00;27.259;null;null;null;835.789;null;717.106
387;2020-11-23T17:56:21+01:00;32.919;null;null;null;861.118;null;735.993
388;2020-11-23T17:56:22+01:00;33.704;null;null;null;845.118;null;722.601
389;2020-11-23T17:56:23+01:00;24.788;null;null;null;833.238;null;709.038
390;2020-11-23T17:56:24+01:00;null;null;null;null;862.596;null;740.756
391;2020-11-23T17:56:25+01:00;27.483;null;null;null;891.014;null;763.929
392;2020-11-23T17:56:26+01:00;null;null;null;null;940.857;null;809.657
393;2020-11-23T17:56:27+01:00;30.149;null;null;null;1003.455;null;867.858
394;2020-11-23T17:56:28+01:00;null;null;null;null;null;null;null
395;2020-11-23T17:56:29+01:00;23.312;null;null;null;984.515;null;858.107
396;2020-11-23T17:56:30+01:00;50.724;null;null;null;null;null;null
397;2020-11-23T17:56:31+01:00;24.773;null;null;null;null;null;null
398;2020-11-23T17:56:32+01:00;24.773;null;null;null;null;null;null
399;2020-11-23T17:56:33+01:00;null;null;null;null;null;null;null
400;2020-11-23T17:56:34+01:00;null;null;null;null;null;null;null
401;2020-11-23T17:56:35+01:00;null;null;null;null;null;null;null
402;2020-11-23T17:56:36+01:00;null;null;null;null;null;null;null
403;2020-11-23T17:56:37+01:00;null;null;null;null;null;null;null
404;2020-11-23T17:56:38+01:00;null;null;null;null;null;null;null
405;2020-11-23T17:56:39+01:00;null;null;null;null;null;null;null
406;2020-11-23T17:56:40+01:00;null;null;null;null;null;null;null
407;2020-11-23T17:56:41+01:00;null;null;null;null;null;null;null
